user_id,country,account_age_days,transaction_count,historical_amount,registration_date,remittance_id,remittance_number,origin_country,destination_country,source_currency,destination_currency,source_amount,commission_rate,commission_amount,total_debit_amount,exchange_rate,destination_amount,delivery_method,funding_method,status,created_at,beneficiary_id,completed_at,relationship,linked_user,transactions_last_24h,transactions_last_7d,transactions_last_30d,avg_transaction_amount,max_transaction_amount,new_beneficiary,beneficiary_age_days,countries_used_last_30d,failed_transactions,transaction_hour,weekend_transaction,amount_vs_user_average,transaction_velocity_24h,transaction_velocity_7d,new_beneficiary_flag,unusual_hour_flag,weekend_flag,new_corridor_flag,country_diversity_30d,failed_transaction_ratio,historical_avg_amount,historical_max_amount,rule_score,ml_probability,anomaly_score,final_risk_score,fraud_label,amount_bucket,risk_band_experimental,is_cross_border
USR-000275,Guatemala,100,8,2846.12,2026-03-22,REM-42-0009698,FID-2026-009698,Guatemala,Estados Unidos,GTQ,USD,261.93,0.030895,8.09,270.02,0.128205,33.58,WALLET,DEBIT_CARD,COMPLETED,2026-06-30T13:26:57+00:00,BEN-000715,2026-06-30T23:31:57+00:00,Conyuge,1,0,0,0,355.77,1238.58,1,0,0,0,13,0,0.74,0,0,1,0,0,0,0,0.000000,355.77,1238.58,18.05,0.178929,0.268920,21.14,0,100-499,BAJO,1
USR-000679,Estados Unidos,-3,7,2011.23,2026-04-09,REM-42-0009699,FID-2026-009699,Estados Unidos,Espana,USD,EUR,172.56,0.021486,3.71,176.27,0.917431,158.31,TRANSFER,BANK_TRANSFER,AVAILABLE,2026-04-06T12:23:21+00:00,BEN-001733,,Padre / Madre,0,3,1,1,287.32,463.39,0,357,2,0,12,0,0.60,3,1,0,0,0,0,2,0.000000,287.32,463.39,14.30,0.152143,0.284960,19.27,0,100-499,BAJO,1
USR-000424,Guatemala,-169,7,4845.08,2025-12-22,REM-42-0009700,FID-2026-009700,Guatemala,Mexico,GTQ,MXN,214.30,0.033915,7.27,221.57,2.331000,499.53,WALLET,DEBIT_CARD,COMPLETED,2025-07-06T09:34:38+00:00,BEN-001106,2025-07-06T18:13:38+00:00,Padre / Madre,0,1,1,1,692.15,2618.76,1,0,1,0,9,1,0.31,1,1,1,0,1,0,1,0.000000,692.15,2618.76,17.34,0.173857,0.310037,22.12,0,100-499,BAJO,1
USR-000818,Espana,-121,6,2856.48,2026-01-27,REM-42-0009701,FID-2026-009701,Espana,Guatemala,EUR,GTQ,113.76,0.035349,4.02,117.78,8.502009,967.19,WALLET,BANK_TRANSFER,COMPLETED,2025-09-28T15:53:58+00:00,BEN-002076,2025-09-28T20:08:58+00:00,Socio comercial,0,2,1,1,476.08,971.61,0,100,1,1,15,1,0.24,2,1,0,0,1,0,1,0.166667,476.08,971.61,15.21,0.158643,0.194518,16.69,0,100-499,BAJO,1
USR-001138,Guatemala,125,9,4284.55,2025-05-01,REM-42-0009702,FID-2026-009702,Guatemala,Estados Unidos,GTQ,USD,152.28,0.029408,4.48,156.76,0.128205,19.52,WALLET,BANK_TRANSFER,REJECTED,2025-09-03T19:18:46+00:00,BEN-002885,,Hermano / Hermana,0,7,4,4,476.06,1638.84,1,0,1,1,19,0,0.32,7,4,1,0,0,0,1,0.000000,476.06,1638.84,29.80,0.262857,0.321059,30.61,0,100-499,MEDIO,1
USR-000715,Espana,-183,12,3085.88,2026-05-17,REM-42-0009703,FID-2026-009703,Espana,Guatemala,EUR,GTQ,156.14,0.033686,5.26,161.40,8.502009,1327.50,WALLET,DIGITAL_WALLET,COMPLETED,2025-11-15T15:21:55+00:00,BEN-001824,2025-11-16T01:54:55+00:00,Hermano / Hermana,0,5,3,3,257.16,460.94,0,172,1,1,15,1,0.61,5,3,0,0,1,0,1,0.083333,257.16,460.94,16.18,0.165571,0.418276,25.16,0,100-499,BAJO,1
USR-000444,Estados Unidos,366,9,1925.87,2025-07-10,REM-42-0009704,FID-2026-009704,Estados Unidos,Guatemala,USD,GTQ,167.99,0.029474,4.95,172.94,7.800008,1310.32,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2026-07-11T22:14:47+00:00,BEN-001156,2026-07-12T02:40:47+00:00,Amigo / Amiga,0,3,1,1,213.99,280.33,0,388,2,0,22,1,0.79,3,1,0,0,1,0,2,0.000000,213.99,280.33,21.58,0.204143,0.366850,26.87,0,100-499,BAJO,1
USR-000013,Estados Unidos,11,7,2382.15,2026-01-25,REM-42-0009705,FID-2026-009705,Estados Unidos,Espana,USD,EUR,46.03,0.025759,1.19,47.22,0.917431,42.23,CASH_PICKUP,DEBIT_CARD,COMPLETED,2026-02-05T21:16:28+00:00,BEN-000026,2026-02-06T02:15:28+00:00,Socio comercial,1,6,2,2,340.31,1185.28,0,72,1,0,21,0,0.14,6,2,0,0,0,0,1,0.000000,340.31,1185.28,20.87,0.199071,0.318959,24.73,0,0-99,BAJO,1
USR-001172,Guatemala,268,6,3001.18,2025-08-16,REM-42-0009706,FID-2026-009706,Guatemala,Estados Unidos,GTQ,USD,319.35,0.023057,7.36,326.71,0.128205,40.94,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-05-11T10:09:29+00:00,BEN-002954,2026-05-11T16:53:29+00:00,Amigo / Amiga,0,5,2,3,500.20,1651.45,0,70,2,1,10,0,0.64,5,2,0,0,0,0,2,0.166667,500.20,1651.45,25.11,0.229357,0.454266,32.22,0,100-499,MEDIO,1
USR-000787,Guatemala,154,7,2137.61,2025-09-25,REM-42-0009707,FID-2026-009707,Guatemala,Espana,GTQ,EUR,224.95,0.032538,7.32,232.27,0.117619,26.46,TRANSFER,DEBIT_CARD,REVIEW_REQUIRED,2026-02-26T01:06:07+00:00,BEN-002003,,Hermano / Hermana,1,6,3,3,305.37,694.66,1,0,1,2,1,0,0.74,6,3,1,1,0,0,1,0.142857,305.37,694.66,33.48,0.289143,0.555108,41.19,0,100-499,MEDIO,1
USR-000522,Guatemala,-160,10,1542.24,2026-05-09,REM-42-0009708,FID-2026-009708,Guatemala,Espana,GTQ,EUR,539.94,0.033081,17.86,557.80,0.117619,63.51,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2025-11-30T19:59:33+00:00,BEN-001347,2025-12-01T01:39:33+00:00,Padre / Madre,0,7,2,2,154.22,375.91,0,66,1,1,19,1,3.50,7,2,0,0,1,0,1,0.100000,154.22,375.91,17.56,0.175429,0.198538,18.36,0,500-999,BAJO,1
USR-001100,Guatemala,275,6,1767.17,2025-06-10,REM-42-0009709,FID-2026-009709,Guatemala,Espana,GTQ,EUR,289.11,0.025200,7.29,296.40,0.117619,34.00,WALLET,BANK_TRANSFER,COMPLETED,2026-03-12T15:22:40+00:00,BEN-002790,2026-03-13T02:26:40+00:00,Hijo / Hija,0,1,1,1,294.53,704.11,0,147,1,0,15,0,0.98,1,1,0,0,0,0,1,0.000000,294.53,704.11,5.71,0.090786,0.364723,16.48,0,100-499,BAJO,1
USR-000697,Guatemala,-295,12,4771.11,2026-01-25,REM-42-0009710,FID-2026-009710,Guatemala,Canada,GTQ,CAD,182.94,0.026286,4.81,187.75,0.173250,31.69,WALLET,DIGITAL_WALLET,COMPLETED,2025-04-05T12:16:51+00:00,BEN-001772,2025-04-05T23:58:51+00:00,Hermano / Hermana,0,9,9,9,397.59,1216.25,1,0,1,0,12,1,0.46,9,9,1,0,1,0,1,0.000000,397.59,1216.25,29.67,0.261929,0.478817,36.04,0,100-499,MEDIO,1
USR-000534,Guatemala,396,10,3189.84,2025-03-14,REM-42-0009711,FID-2026-009711,Guatemala,Espana,GTQ,EUR,168.98,0.019055,3.22,172.20,0.117619,19.88,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-04-14T13:00:05+00:00,BEN-001379,2026-04-14T18:51:05+00:00,Conyuge,1,6,4,4,318.98,700.70,0,66,1,1,13,0,0.53,6,4,0,0,0,0,1,0.100000,318.98,700.70,14.07,0.150500,0.382726,22.54,0,100-499,BAJO,1
USR-000317,Guatemala,40,9,2334.16,2025-11-04,REM-42-0009712,FID-2026-009712,Guatemala,Estados Unidos,GTQ,USD,103.98,0.021700,2.26,106.24,0.128205,13.33,WALLET,DIGITAL_WALLET,AVAILABLE,2025-12-14T15:36:18+00:00,BEN-000825,,Conyuge,0,9,5,5,259.35,539.63,0,187,2,2,15,1,0.40,9,5,0,0,1,0,2,0.222222,259.35,539.63,13.83,0.148786,0.251192,17.78,0,100-499,BAJO,1
USR-001001,Mexico,5,8,2629.89,2025-06-07,REM-42-0009713,FID-2026-009713,Mexico,Estados Unidos,MXN,USD,242.16,0.020544,4.97,247.13,0.055000,13.32,TRANSFER,DIGITAL_WALLET,COMPLETED,2025-06-12T02:41:47+00:00,BEN-002530,2025-06-12T07:49:47+00:00,Amigo / Amiga,0,6,4,4,328.74,1119.20,1,0,2,0,2,0,0.74,6,4,1,1,0,0,2,0.000000,328.74,1119.20,32.51,0.282214,0.399588,35.12,0,100-499,MEDIO,1
USR-000878,Estados Unidos,182,12,4046.92,2026-02-04,REM-42-0009714,FID-2026-009714,Estados Unidos,Mexico,USD,MXN,101.25,0.034276,3.47,104.72,18.181818,1840.91,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-08-05T11:52:01+00:00,BEN-002222,2026-08-05T16:57:01+00:00,Hermano / Hermana,1,0,0,0,337.24,664.73,0,77,0,0,11,0,0.30,0,0,0,0,0,1,0,0.000000,337.24,664.73,17.31,0.173643,0.163821,16.99,0,100-499,BAJO,1
USR-000662,Estados Unidos,-134,4,1994.18,2026-01-10,REM-42-0009715,FID-2026-009715,Estados Unidos,Mexico,USD,MXN,1885.15,0.033256,62.69,1947.84,18.181818,34275.45,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-08-29T22:55:25+00:00,BEN-001687,2025-08-30T00:23:25+00:00,Socio comercial,0,3,3,3,498.55,1057.94,1,0,1,1,22,0,3.78,3,3,1,0,0,0,1,0.250000,498.55,1057.94,23.87,0.220500,0.238989,23.88,0,1000-2499,BAJO,1
USR-000772,Mexico,-162,5,1339.29,2026-01-20,REM-42-0009716,FID-2026-009716,Mexico,Canada,MXN,CAD,358.50,0.033917,12.16,370.66,0.074324,26.65,WALLET,BANK_TRANSFER,COMPLETED,2025-08-11T17:50:00+00:00,BEN-001960,2025-08-12T00:39:00+00:00,Conyuge,1,4,4,4,267.86,313.80,1,0,1,0,17,0,1.34,4,4,1,0,0,0,1,0.000000,267.86,313.80,24.94,0.228143,0.339159,28.08,0,100-499,BAJO,1
USR-000096,Estados Unidos,-310,6,3884.06,2026-02-09,REM-42-0009717,FID-2026-009717,Estados Unidos,Mexico,USD,MXN,629.74,0.035089,22.10,651.84,18.181818,11449.82,WALLET,BANK_TRANSFER,PROCESSING,2025-04-05T02:41:34+00:00,BEN-000255,,Socio comercial,1,2,2,2,647.34,2481.71,1,0,2,0,2,1,0.97,2,2,1,1,1,0,2,0.000000,647.34,2481.71,30.50,0.267857,0.319757,31.02,0,500-999,MEDIO,1
USR-000473,Estados Unidos,89,4,1595.23,2026-03-11,REM-42-0009718,FID-2026-009718,Estados Unidos,Mexico,USD,MXN,163.74,0.028249,4.63,168.37,18.181818,2977.09,WALLET,DIGITAL_WALLET,AVAILABLE,2026-06-08T03:53:43+00:00,BEN-001220,,Hijo / Hija,0,0,0,0,398.81,615.64,0,242,0,1,3,0,0.41,0,0,0,1,0,1,0,0.250000,398.81,615.64,25.60,0.232857,0.213664,24.12,0,100-499,BAJO,1
USR-000456,Canada,206,11,4122.30,2025-05-15,REM-42-0009719,FID-2026-009719,Canada,Guatemala,CAD,GTQ,58.21,0.034753,2.02,60.23,5.772006,335.99,WALLET,BANK_TRANSFER,COMPLETED,2025-12-07T04:58:51+00:00,BEN-001186,2025-12-07T12:36:51+00:00,Padre / Madre,1,6,4,4,374.75,753.44,1,0,1,0,4,1,0.16,6,4,1,1,1,0,1,0.000000,374.75,753.44,27.29,0.244929,0.455568,33.68,0,0-99,MEDIO,1
USR-000240,Estados Unidos,262,8,2401.83,2025-12-05,REM-42-0009720,FID-2026-009720,Estados Unidos,Espana,USD,EUR,799.63,0.025328,20.25,819.88,0.917431,733.61,CASH_PICKUP,DEBIT_CARD,REVIEW_REQUIRED,2026-08-24T01:10:56+00:00,BEN-000625,,Padre / Madre,0,0,0,0,300.23,557.74,0,53,1,2,1,0,2.66,0,0,0,1,0,0,1,0.125000,300.23,557.74,36.08,0.307714,0.488747,40.56,1,500-999,MEDIO,1
USR-000144,Guatemala,-312,6,1539.97,2026-03-15,REM-42-0009721,FID-2026-009721,Guatemala,Canada,GTQ,CAD,627.82,0.027470,17.25,645.07,0.173250,108.77,BANK_DEPOSIT,BANK_TRANSFER,REVIEW_REQUIRED,2025-05-07T10:24:08+00:00,BEN-000365,,Padre / Madre,0,4,3,3,256.66,520.56,1,0,1,2,10,0,2.45,4,3,1,0,0,0,1,0.166667,256.66,520.56,23.70,0.219286,0.522212,33.68,0,500-999,MEDIO,1
USR-000686,Guatemala,-167,4,1607.96,2025-09-18,REM-42-0009722,FID-2026-009722,Guatemala,Canada,GTQ,CAD,543.51,0.027107,14.73,558.24,0.173250,94.16,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2025-04-04T18:09:44+00:00,BEN-001749,2025-04-04T18:50:44+00:00,Socio comercial,0,1,1,1,401.99,1026.15,1,7,1,0,18,0,1.35,1,1,1,0,0,0,1,0.000000,401.99,1026.15,10.61,0.125786,0.300515,17.41,0,500-999,BAJO,1
USR-001076,Guatemala,-66,3,564.10,2026-04-06,REM-42-0009723,FID-2026-009723,Guatemala,Estados Unidos,GTQ,USD,97.77,0.019713,1.93,99.70,0.128205,12.53,CASH_PICKUP,DEBIT_CARD,COMPLETED,2026-01-30T17:24:35+00:00,BEN-002735,2026-01-31T02:59:35+00:00,Conyuge,0,2,1,1,188.03,218.90,1,0,1,0,17,0,0.52,2,1,1,0,0,0,1,0.000000,188.03,218.90,23.10,0.215000,0.240362,23.43,0,0-99,BAJO,1
USR-000846,Guatemala,-166,9,2189.78,2026-06-10,REM-42-0009724,FID-2026-009724,Guatemala,Estados Unidos,GTQ,USD,717.95,0.035609,25.57,743.52,0.128205,92.04,TRANSFER,DIGITAL_WALLET,COMPLETED,2025-12-26T15:23:50+00:00,BEN-002148,2025-12-27T01:26:50+00:00,Socio comercial,0,3,2,2,243.31,414.17,0,262,1,0,15,0,2.95,3,2,0,0,0,0,1,0.000000,243.31,414.17,25.35,0.231071,0.370233,29.44,0,500-999,BAJO,1
USR-000146,Mexico,-157,13,4751.00,2025-12-22,REM-42-0009725,FID-2026-009725,Mexico,Espana,MXN,EUR,391.60,0.020902,8.19,399.79,0.050459,19.76,BANK_DEPOSIT,DEBIT_CARD,AVAILABLE,2025-07-18T16:32:06+00:00,BEN-000369,,Hijo / Hija,1,5,3,4,365.46,873.66,0,21,1,1,16,0,1.07,5,3,0,0,0,0,1,0.076923,365.46,873.66,22.01,0.207214,0.365825,27.11,0,100-499,BAJO,1
USR-000864,Guatemala,-151,3,1318.97,2025-08-04,REM-42-0009726,FID-2026-009726,Guatemala,Estados Unidos,GTQ,USD,127.93,0.030417,3.89,131.82,0.128205,16.40,WALLET,DEBIT_CARD,COMPLETED,2025-03-06T17:47:06+00:00,BEN-002188,2025-03-07T05:06:06+00:00,Hermano / Hermana,0,3,3,3,439.66,555.40,1,0,2,0,17,0,0.29,3,3,1,0,0,0,2,0.000000,439.66,555.40,30.16,0.265429,0.340402,31.52,0,100-499,MEDIO,1
USR-000992,Estados Unidos,-112,4,562.69,2025-09-07,REM-42-0009727,FID-2026-009727,Estados Unidos,Guatemala,USD,GTQ,917.14,0.025145,23.06,940.20,7.800008,7153.70,BANK_DEPOSIT,BANK_TRANSFER,AVAILABLE,2025-05-18T04:42:47+00:00,BEN-002506,,Amigo / Amiga,1,2,2,2,140.67,279.25,1,0,1,0,4,1,6.52,2,2,1,1,1,0,1,0.000000,140.67,279.25,44.57,0.368357,0.578964,49.23,1,500-999,MEDIO,1
USR-000075,Guatemala,17,7,1862.48,2025-05-11,REM-42-0009728,FID-2026-009728,Guatemala,Mexico,GTQ,MXN,234.71,0.020056,4.71,239.42,2.331000,547.11,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2025-05-28T19:14:24+00:00,BEN-000194,2025-05-29T04:27:24+00:00,Amigo / Amiga,0,2,2,2,266.07,498.18,1,0,1,0,19,0,0.88,2,2,1,0,0,0,1,0.000000,266.07,498.18,15.41,0.160071,0.167180,15.87,0,100-499,BAJO,1
USR-000085,Estados Unidos,-14,5,1644.39,2026-02-28,REM-42-0009729,FID-2026-009729,Estados Unidos,Espana,USD,EUR,1087.64,0.029137,31.69,1119.33,0.917431,997.83,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-02-14T13:07:08+00:00,BEN-000221,2026-02-14T15:20:08+00:00,Conyuge,1,1,1,1,328.88,562.16,0,72,1,0,13,1,3.31,1,1,0,0,1,0,1,0.000000,328.88,562.16,20.74,0.198143,0.481848,30.35,0,1000-2499,MEDIO,1
USR-000795,Mexico,371,10,4363.50,2025-08-08,REM-42-0009730,FID-2026-009730,Mexico,Canada,MXN,CAD,246.84,0.018858,4.65,251.49,0.074324,18.35,WALLET,DIGITAL_WALLET,COMPLETED,2026-08-14T09:44:41+00:00,BEN-002021,2026-08-14T21:12:41+00:00,Socio comercial,0,4,1,1,436.35,1251.14,0,304,1,1,9,0,0.57,4,1,0,0,0,0,1,0.100000,436.35,1251.14,12.46,0.139000,0.166924,13.94,0,100-499,BAJO,1
USR-000347,Estados Unidos,196,9,2912.76,2025-04-25,REM-42-0009731,FID-2026-009731,Estados Unidos,Mexico,USD,MXN,309.88,0.023654,7.33,317.21,18.181818,5634.18,WALLET,DIGITAL_WALLET,COMPLETED,2025-11-07T08:25:40+00:00,BEN-000898,2025-11-07T20:24:40+00:00,Hijo / Hija,1,1,1,1,323.64,753.72,1,0,1,1,8,0,0.96,1,1,1,0,0,0,1,0.111111,323.64,753.72,16.18,0.165571,0.196462,17.39,0,100-499,BAJO,1
USR-000786,Mexico,146,7,3133.29,2025-07-16,REM-42-0009732,FID-2026-009732,Mexico,Espana,MXN,EUR,146.96,0.032199,4.73,151.69,0.050459,7.42,WALLET,DEBIT_CARD,COMPLETED,2025-12-09T13:14:09+00:00,BEN-002000,2025-12-09T15:48:09+00:00,Padre / Madre,0,1,1,1,447.61,703.15,0,269,1,0,13,0,0.33,1,1,0,0,0,0,1,0.000000,447.61,703.15,11.72,0.133714,0.246606,16.25,0,100-499,BAJO,1
USR-000800,Mexico,-191,8,2917.36,2026-04-30,REM-42-0009733,FID-2026-009733,Mexico,Guatemala,MXN,GTQ,357.62,0.029854,10.68,368.30,0.429000,153.42,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-10-21T14:44:10+00:00,BEN-002033,2025-10-21T17:14:10+00:00,Conyuge,0,2,2,2,364.67,929.28,0,215,1,0,14,0,0.98,2,2,0,0,0,0,1,0.000000,364.67,929.28,15.24,0.158857,0.311598,20.81,0,100-499,BAJO,1
USR-000146,Mexico,-199,14,5142.60,2025-12-22,REM-42-0009734,FID-2026-009734,Mexico,Espana,MXN,EUR,198.24,0.034206,6.78,205.02,0.050459,10.00,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2025-06-06T02:28:06+00:00,BEN-000369,2025-06-06T14:20:06+00:00,Hijo / Hija,1,6,5,5,367.33,873.66,1,0,1,1,2,0,0.54,6,5,1,1,0,0,1,0.071429,367.33,873.66,28.75,0.255357,0.370378,31.65,0,100-499,MEDIO,1
USR-000525,Estados Unidos,145,5,2578.81,2025-07-01,REM-42-0009735,FID-2026-009735,Estados Unidos,Canada,USD,CAD,235.42,0.031565,7.43,242.85,1.351351,318.14,WALLET,DIGITAL_WALLET,AVAILABLE,2025-11-23T08:16:38+00:00,BEN-001354,,Hermano / Hermana,0,4,4,4,515.76,1504.29,1,0,2,0,8,1,0.46,4,4,1,0,1,0,2,0.000000,515.76,1504.29,22.58,0.211286,0.532317,33.31,0,100-499,MEDIO,1
USR-001136,Canada,72,7,1927.06,2026-02-06,REM-42-0009736,FID-2026-009736,Canada,Guatemala,CAD,GTQ,576.74,0.026845,15.48,592.22,5.772006,3328.95,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2026-04-19T23:38:44+00:00,BEN-002879,2026-04-20T03:49:44+00:00,Amigo / Amiga,1,1,1,1,275.29,525.73,0,319,1,0,23,1,2.10,1,1,0,0,1,0,1,0.000000,275.29,525.73,12.91,0.142214,0.453596,24.27,0,500-999,BAJO,1
USR-000003,Estados Unidos,368,9,3558.41,2025-04-22,REM-42-0009737,FID-2026-009737,Estados Unidos,Canada,USD,CAD,119.84,0.022541,2.70,122.54,1.351351,161.95,CASH_PICKUP,BANK_TRANSFER,PROCESSING,2026-04-25T00:21:58+00:00,BEN-000006,,Hijo / Hija,0,7,4,4,395.38,1407.58,1,0,1,1,0,1,0.30,7,4,1,1,1,0,1,0.111111,395.38,1407.58,49.27,0.401929,0.676898,55.72,1,100-499,MEDIO,1
USR-000097,Mexico,-141,10,3926.72,2026-03-09,REM-42-0009738,FID-2026-009738,Mexico,Canada,MXN,CAD,186.56,0.027986,5.22,191.78,0.074324,13.87,WALLET,DIGITAL_WALLET,COMPLETED,2025-10-19T02:04:16+00:00,BEN-000256,2025-10-19T03:13:16+00:00,Hijo / Hija,0,7,7,7,392.67,980.92,0,61,2,0,2,1,0.48,7,7,0,1,1,0,2,0.000000,392.67,980.92,18.49,0.182071,0.387429,25.58,0,100-499,BAJO,1
USR-001082,Estados Unidos,-308,9,2959.47,2026-05-17,REM-42-0009739,FID-2026-009739,Estados Unidos,Canada,USD,CAD,224.94,0.025017,5.63,230.57,1.351351,303.97,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2025-07-13T12:43:16+00:00,BEN-002749,2025-07-13T13:06:16+00:00,Padre / Madre,0,5,4,4,328.83,931.56,1,0,1,2,12,1,0.68,5,4,1,0,1,0,1,0.222222,328.83,931.56,26.62,0.240143,0.544729,36.37,0,100-499,MEDIO,1
USR-000821,Canada,-166,4,990.71,2026-02-17,REM-42-0009740,FID-2026-009740,Canada,Estados Unidos,CAD,USD,65.38,0.034516,2.26,67.64,0.740000,48.38,WALLET,DIGITAL_WALLET,AVAILABLE,2025-09-04T15:17:33+00:00,BEN-002083,,Socio comercial,0,4,4,4,247.68,497.88,0,177,1,1,15,0,0.26,4,4,0,0,0,0,1,0.250000,247.68,497.88,21.77,0.205500,0.429191,29.17,0,0-99,BAJO,1
USR-000493,Estados Unidos,-171,3,877.90,2025-12-06,REM-42-0009741,FID-2026-009741,Estados Unidos,Mexico,USD,MXN,175.22,0.033683,5.90,181.12,18.181818,3185.82,WALLET,DIGITAL_WALLET,COMPLETED,2025-06-18T22:30:28+00:00,BEN-001273,2025-06-18T23:02:28+00:00,Conyuge,0,3,3,3,292.63,444.23,1,0,1,0,22,0,0.60,3,3,1,0,0,0,1,0.000000,292.63,444.23,22.33,0.209500,0.445338,30.10,0,100-499,MEDIO,1
USR-000316,Guatemala,65,9,3386.99,2025-12-14,REM-42-0009742,FID-2026-009742,Guatemala,Estados Unidos,GTQ,USD,3068.25,0.033092,101.53,3169.78,0.128205,393.36,TRANSFER,DEBIT_CARD,PROCESSING,2026-02-17T09:29:18+00:00,BEN-000823,,Hermano / Hermana,0,1,1,1,376.33,1606.49,0,270,1,0,9,0,8.15,1,1,0,0,0,0,1,0.000000,376.33,1606.49,38.01,0.321500,0.432383,39.84,1,2500+,MEDIO,1
USR-000752,Estados Unidos,151,9,3683.52,2025-08-15,REM-42-0009743,FID-2026-009743,Estados Unidos,Mexico,USD,MXN,182.08,0.023105,4.21,186.29,18.181818,3310.55,WALLET,DEBIT_CARD,COMPLETED,2026-01-13T16:32:14+00:00,BEN-001918,2026-01-14T00:32:14+00:00,Hijo / Hija,0,7,3,3,409.28,1345.11,1,0,2,1,16,0,0.44,7,3,1,0,0,0,2,0.111111,409.28,1345.11,26.43,0.238786,0.257633,26.20,0,100-499,BAJO,1
USR-001196,Guatemala,-17,4,1683.40,2025-10-26,REM-42-0009744,FID-2026-009744,Guatemala,Estados Unidos,GTQ,USD,52.93,0.030874,1.63,54.56,0.128205,6.79,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-10-09T12:30:15+00:00,BEN-003021,2025-10-09T22:20:15+00:00,Hijo / Hija,0,3,1,1,420.85,1011.67,1,0,1,0,12,0,0.13,3,1,1,0,0,0,1,0.000000,420.85,1011.67,29.25,0.258929,0.527220,37.47,0,0-99,MEDIO,1
USR-000621,Estados Unidos,-371,11,3894.04,2026-04-06,REM-42-0009745,FID-2026-009745,Estados Unidos,Guatemala,USD,GTQ,366.03,0.025810,9.45,375.48,7.800008,2855.04,WALLET,DEBIT_CARD,AVAILABLE,2025-03-31T19:52:58+00:00,BEN-001584,,Socio comercial,0,3,3,3,354.00,825.80,1,0,2,0,19,0,1.03,3,3,1,0,0,0,2,0.000000,354.00,825.80,21.94,0.206714,0.451601,30.07,0,100-499,MEDIO,1
USR-000015,Guatemala,-209,9,9144.01,2025-12-04,REM-42-0009746,FID-2026-009746,Guatemala,Espana,GTQ,EUR,344.44,0.023695,8.16,352.60,0.117619,40.51,WALLET,DEBIT_CARD,COMPLETED,2025-05-09T13:24:04+00:00,BEN-000029,2025-05-09T14:41:04+00:00,Hijo / Hija,0,2,2,2,1016.00,4659.96,1,0,1,0,13,0,0.34,2,2,1,0,0,0,1,0.000000,1016.00,4659.96,24.80,0.227143,0.537981,34.95,0,100-499,MEDIO,1
USR-000664,Guatemala,312,4,1712.96,2025-07-07,REM-42-0009747,FID-2026-009747,Guatemala,Mexico,GTQ,MXN,224.65,0.021720,4.88,229.53,2.331000,523.66,TRANSFER,DEBIT_CARD,COMPLETED,2026-05-15T00:18:39+00:00,BEN-001692,2026-05-15T06:29:39+00:00,Amigo / Amiga,1,0,0,0,428.24,512.87,0,321,0,0,0,0,0.52,0,0,0,1,0,0,0,0.000000,428.24,512.87,21.87,0.206214,0.526268,32.63,0,100-499,MEDIO,1
USR-000072,Estados Unidos,4,11,3739.30,2026-01-24,REM-42-0009748,FID-2026-009748,Estados Unidos,Espana,USD,EUR,296.64,0.027477,8.15,304.79,0.917431,272.15,CASH_PICKUP,DEBIT_CARD,COMPLETED,2026-01-28T21:59:04+00:00,BEN-000189,2026-01-29T08:36:04+00:00,Conyuge,0,4,1,1,339.94,793.01,0,322,1,0,21,0,0.87,4,1,0,0,0,0,1,0.000000,339.94,793.01,20.99,0.199929,0.309662,24.48,0,100-499,BAJO,1
USR-000414,Estados Unidos,-26,8,1165.99,2025-10-22,REM-42-0009749,FID-2026-009749,Estados Unidos,Canada,USD,CAD,318.39,0.029937,9.53,327.92,1.351351,430.26,WALLET,DEBIT_CARD,COMPLETED,2025-09-26T11:29:28+00:00,BEN-001076,2025-09-26T14:54:28+00:00,Amigo / Amiga,1,8,6,6,145.75,233.17,1,0,1,0,11,0,2.18,8,6,1,0,0,0,1,0.000000,145.75,233.17,28.46,0.253286,0.251374,27.30,0,100-499,BAJO,1
USR-001048,Estados Unidos,-315,10,3137.97,2026-05-07,REM-42-0009750,FID-2026-009750,Estados Unidos,Mexico,USD,MXN,509.49,0.022100,11.26,520.75,18.181818,9263.45,WALLET,DEBIT_CARD,COMPLETED,2025-06-26T16:54:44+00:00,BEN-002657,2025-06-26T22:48:44+00:00,Padre / Madre,0,1,1,1,313.80,585.54,0,61,1,0,16,0,1.62,1,1,0,0,0,0,1,0.000000,313.80,585.54,5.58,0.089857,0.333188,15.29,0,500-999,BAJO,1
